doi_r,original_url,result,replication_type,replication_year,replication_title,field,source,validated,confidence,ai_version
10.3389/fpsyg.2022.1019272,https://doi.org/10.1016/j.paid.2020.110120,success,close extension,2022,To see or not to see (again): Dealbreakers and dealmakers in relation to social inclusion,social sciences,,no,high,8.5
10.3389/fpsyg.2022.828081,https://doi.org/10.1007/s11625-018-0560-7,success,close extension,2022,"Pandemic or Not, Worker Subjective Wellbeing Pivots About the Living Wage Point: A Replication, Extension, and Policy Challenge in Aotearoa New Zealand",social sciences,,no,high,8.5
10.3389/fpsyg.2022.932592,https://doi.org/10.1371/journal.pone.0201780,failure,conceptual,2022,The effects of wakeful rest on memory consolidation in an online memory study,social sciences,,no,high,8.5
10.3389/fpsyg.2022.994448,https://doi.org/10.1007/s11482-022-10040-4,success,close extension,2022,Law abidance leadership education for university students in Hong Kong: Post-lecture evaluation,social sciences,,no,high,8.5
10.3389/fpsyg.2023.1130632,https://doi.org/10.2307/1130594,inconclusive,direct,2023,Food sharing with friends and acquaintances: A study in preschool boys and girls,social sciences,,no,high,8.5
10.3389/fpsyg.2023.1135129,https://doi.org/10.1093/jos/ffm006,success,close experiment,2023,Suppression of literal meaning in single and extended metaphors,social sciences,,no,high,8.5
10.3389/fpsyg.2023.1254789,https://doi.org/10.1057/s41599-022-01486-w,success,conceptual,2024,"The consumption of experiential gifts is construed as more autonomy supportive and leads to greater gratitude, especially when they are given out of love",social sciences,,no,medium,8.0
10.3389/fpsyg.2023.1258359,https://doi.org/10.1126/science.1199327,success,close experiment,2023,Re-examining the testing effect as a learning strategy: the advantage of retrieval practice over concept mapping as a methodological artifact,social sciences,,no,high,8.5
10.3389/fpsyg.2024.1211987,https://doi.org/10.1007/s11135-014-9997-7,success,close experiment,2024,The semantic structure of accuracy in eyewitness testimony,social sciences,,no,high,8.5
10.3389/fpsyg.2024.1335892,https://doi.org/10.3389/fpsyg.2022.798766,inconclusive,close extension,2024,When failure is not an option: a police firearms training concept for improving decision-making in shoot/don’t shoot scenarios,social sciences,,no,medium,8.8-base
10.3389/fpsyg.2024.1472489,https://doi.org/10.1037/bul0000054,success,close experiment,2025,Setting the tone: crossmodal emotional face-voice combinations in continuous flash suppression,social sciences,,no,high,8.5
10.3389/fpsyg.2025.1531759,https://doi.org/10.1007/s11031-022-09975-w,success,conceptual,2025,Goal adjustment processes as coping responses to a blocked goal: the sample case of ostracism,social sciences,,no,high,8.5
10.3389/fpsyg.2025.1598594,https://doi.org/10.1037/xhp0000472,success,close experiment,2025,Category-like representation of statistical regularities allows for stable distractor suppression,social sciences,,no,high,8.5
10.3389/fpsyg.2025.1650136,https://doi.org/10.1016/j.tsc.2025.102094,inconclusive,conceptual,2025,Improving cognition and perception towards failure: a conceptual replication study,social sciences,,no,high,8.0
10.3389/fpsyt.2011.00069,https://doi.org/10.1016/j.biopsych.2009.03.024,success,close experiment,2011,Abnormal Left-Sided Orbitomedial Prefrontal Cortical?Amygdala Connectivity during Happy and Fear Face Processing: A Potential Neural Mechanism of Female MDD,biological sciences,,no,high,8.5
10.3389/fpsyt.2014.00087,https://doi.org/10.1016/j.neuropsychologia.2010.08.002,success,close experiment,2014,Abnormal Parietal Brain Function in ADHD: Replication and Extension of Previous EEG Beta Asymmetry Findings,biological sciences,,no,high,8.5
10.3389/fpsyt.2017.00039,https://doi.org/10.1080/10615806.2013.809420,success,close experiment,2017,Reduced Freezing in Posttraumatic Stress Disorder Patients while Watching Affective Pictures,social sciences,,no,high,8.5
10.3389/fpsyt.2018.00639,https://doi.org/10.1111/j.1600-0447.2010.01594.x,inconclusive,conceptual,2018,Reported Childhood Abuse and Stress Reactivity in Psychosis: A Conceptual Replication and Exploration of Statistical Approaches,biological sciences,,no,high,8.5
10.3389/fpsyt.2020.561564,https://doi.org/10.4088/pcc.13m01551,success,close experiment,2020,Insomnia Is Associated With Frequency of Suicidal Ideation Independent of Depression: A Replication and Extension of Findings From the National Health and Nutrition Examination Survey,biological sciences,,no,high,8.5
10.3389/fpsyt.2021.668152,https://doi.org/10.1017/s0033291710001546,success,close extension,2021,Paranoia and Grandiosity in the General Population: Differential Associations With Putative Causal Factors,social sciences,,no,high,8.5
10.3389/fpsyt.2022.951065,https://doi.org/10.1038/s41380-021-01021-4,failure,close experiment,2022,Antidepressant use and risk of intubation or death in hospitalized patients with COVID-19: A retrospective cohort study of clinical effectiveness,biological sciences,,no,high,8.5
10.3389/fpsyt.2023.1238473,https://doi.org/10.1016/j.pnpbp.2017.06.025,success,close experiment,2023,When practice does not make a perfect - paradoxical learning curve in schizophrenia and bipolar disorder revealed by different serial reaction time task variants,biological sciences,,no,high,8.5
10.3389/fpubh.2019.00127,https://doi.org/10.1037/ppm0000172,success,close extension,2019,Personality Associations With Smartphone and Internet Use Disorder: A Comparison Study Including Links to Impulsivity and Social Anxiety,social sciences,,no,high,8.5
10.3390/ani10081314,https://doi.org/10.7717/peerj.7033,success,close experiment,2020,Attention Bias Test Measures Negative But Not Positive Affect in Sheep: A Replication Study,biological sciences,,no,high,8.0
10.3390/ani9100835,https://doi.org/10.1016/j.jveb.2011.01.002,success,close extension,2019,"Revisiting a Previously Validated Temperament Test in Shelter Dogs, Including an Examination of the Use of Fake Model Dogs to Assess Conspecific Sociability",biological sciences,,no,high,8.5
10.3390/biology11101417,https://doi.org/10.1371/journal.pone.0190601,failure,close extension,2022,Polymorphisms in ARNTL/BMAL1 and CLOCK Are Not Associated with Multiple Sclerosis in Spanish Population,biological sciences,,no,high,8.5
10.3390/brainsci11081059,https://doi.org/10.1111/j.1469-7610.2008.02012.x,success,close extension,2021,The Relation of Callous–Unemotional Traits and Bullying in Early Adolescence Is Independent from Sex and Age and Moderated by Conduct Problems,social sciences,,no,high,8.5
10.3390/brainsci12081061,https://doi.org/10.1111/desc.12954,success,close extension,2022,Doing Experimental Psychological Research from Remote: How Alerting Differently Impacts Online vs. Lab Setting,social sciences,,no,high,8.5
10.3390/brainsci12101299,https://doi.org/10.1037/0894-4105.17.2.221,failure,close extension,2022,On the Effect of Bilateral Eye Movements on Memory Retrieval in Ageing and Dementia,social sciences,,no,high,8.5
10.3390/brainsci12101367,https://doi.org/10.1186/s11689-019-9287-8,inconclusive,close experiment,2022,Seeking Overlapping Neuroanatomical Alterations between Dyslexia and Attention-Deficit/Hyperactivity Disorder: A Meta-Analytic Replication Study,biological sciences,,no,high,8.0
10.3390/brainsci13060863,https://doi.org/10.1080/17405629.2012.672272,success,close extension,2023,"An Experimental Study on Sarcasm Comprehension in School Children: The Possible Role of Contextual, Linguistics and Meta-Representative Factors",social sciences,,no,high,8.5
10.3390/brainsci14010107,https://doi.org/10.1371/journal.pone.0165561,failure,direct,2024,Evidence for a Classical Dissociation between Face and Object Recognition in Developmental Prosopagnosia,social sciences,,no,high,8.5
10.3390/brainsci14090895,https://doi.org/10.1016/j.cub.2009.01.017,success,close experiment,2024,Transcranial Magnetic Stimulation Facilitates Neural Speech Decoding,biological sciences,,no,high,8.5
10.3390/brainsci15020176,https://doi.org/10.1016/j.cortex.2015.04.015,failure,direct,2025,Neurostimulation and Sense of Agency: Three tDCS Experiments on the Modulation of Intentional Binding,biological sciences,,no,high,8.5
10.3390/bs15030382,https://doi.org/10.1002/jaba.1081,success,close extension,2025,Resurgence of Severe Challenging Behavior and Schedule Thinning with the Terminal Schedule Probe Method,social sciences,,no,high,8.5
10.3390/bs15040487,https://doi.org/10.1089/cyber.2023.0298,inconclusive,close extension,2025,Content Moderator Mental Health and Associations with Coping Styles: Replication and Extension of Previous Studies,social sciences,,no,high,8.5
10.3390/bs15081068,https://doi.org/10.3389/fpsyg.2018.01702,failure,conceptual,2025,No Detectable Effects of Chronic Stress on Moral Decision-Making Are Found: A Data Reanalysis and a Pre-Registered Replication and Extension,social sciences,,no,high,8.5
10.3390/bs9010010,https://doi.org/10.1111/j.1467-9280.2009.02381.x,inconclusive,close extension,2019,Perceptions of Change after a Trauma and Perceived Posttraumatic Growth: A Prospective Examination,social sciences,,no,high,8.5
10.3390/cells11203242,https://doi.org/10.1007/s00401-008-0430-y,success,close extension,2022,Decreased Oligodendrocyte Number in Hippocampal Subfield CA4 in Schizophrenia: A Replication Study,biological sciences,,no,high,8.0
10.3390/clockssleep7040068,https://doi.org/10.1093/cercor/bhac055,failure,close extension,2025,Anticipation of Stress and Relaxation Dynamically Impacts Sleep,biological sciences,,no,high,8.5
10.3390/e23030304,https://doi.org/10.3758/s13428-011-0118-4,success,close extension,2021,Increased Neural Efficiency in Visual Word Recognition: Evidence from Alterations in Event-Related Potentials and Multiscale Entropy,social sciences,,no,high,8.5
10.3390/foods10092194,https://doi.org/10.1016/j.foodqual.2015.07.015,failure,conceptual,2021,Food on the Move: The Impact of Implied Motion in Pictures on Food Perceptions through Anticipated Pleasure of Consumption,social sciences,,no,high,8.0
10.3390/ijerph110908661,https://doi.org/10.4103/1463-1741.113502,success,conceptual,2014,Hypotension and Environmental Noise: A Replication Study,physical sciences,,no,high,8.0
10.3390/ijerph15122729,https://doi.org/10.1016/j.ijpsycho.2013.10.003,inconclusive,close extension,2018,Could Alcohol Abuse Drive Intimate Partner Violence Perpetrators’ Psychophysiological Response to Acute Stress?,social sciences,,no,medium,8.5
10.3390/ijerph19031275,https://doi.org/10.3389/fpsyg.2020.02194,success,close extension,2022,Everyone Can Implement Eduball in Physical Education to Develop Cognitive and Motor Skills in Primary School Students,social sciences,,no,medium,8.5
10.3390/ijerph19084912,https://doi.org/10.3390/ijerph17207662,success,close extension,2022,"Materialism, Egocentrism and Delinquent Behavior in Chinese Adolescents in Mainland China: A Short-Term Longitudinal Study",social sciences,,no,high,8.5
10.3390/ijerph19138192,https://doi.org/10.3390/ijerph19031275,success,close extension,2022,Physical Education with Eduball Stimulates Non-Native Language Learning in Primary School Students,social sciences,,no,medium,8.5
10.3390/ijerph191610000,https://doi.org/10.1126/sciadv.abd4049,failure,close extension,2022,Initially High Correlation between Air Pollution and COVID-19 Mortality Declined to Zero as the Pandemic Progressed: There Is No Evidence for a Causal Link between Air Pollution and COVID-19 Vulnerability,physical sciences,,no,high,8.5
10.3390/ijerph192315430,https://doi.org/10.3389/fpsyg.2021.614138,success,close extension,2022,No Motor Costs of Physical Education with Eduball,social sciences,,no,medium,8.5
10.3390/jcm10071454,https://doi.org/10.1016/j.neuroimage.2009.03.048,success,close extension,2021,Replication of Previous Findings? Comparing Gray Matter Volumes in Transgender Individuals with Gender Incongruence and Cisgender Individuals,biological sciences,,no,high,8.0
10.3390/jintelligence11040059,https://doi.org/10.1016/j.actpsy.2019.103002,success,close extension,2023,The Role of Semantic Associations as a Metacognitive Cue in Creative Idea Generation,social sciences,,no,high,8.5
10.3390/jintelligence11100190,https://doi.org/10.1007/s10648-020-09556-8,failure,close extension,2023,Judgments of Learning Following Retrieval Practice Produce Minimal Reactivity Effect on Learning of Education-Related Materials,social sciences,,no,high,8.5
10.3390/jintelligence12040037,https://doi.org/10.48550/arxiv.1004.2731,inconclusive,close extension,2024,Examining the Existence of Cognitive Thresholds in Highly Quantitative College Courses,social sciences,,no,high,8.5
10.3390/jpm12060876,https://doi.org/10.1016/j.resuscitation.2020.12.022,failure,close extension,2022,Out-of-Sample Validity of the PROLOGUE Score to Predict Neurologic Function after Cardiac Arrest,biological sciences,,no,high,8.5
10.3390/metabo12070624,https://doi.org/10.1016/j.kint.2022.01.014,success,close extension,2022,Crosstalk between Host Genome and Metabolome among People with HIV in South Africa,biological sciences,,no,high,8.5
10.3390/molecules26144311,https://doi.org/10.1021/acs.jafc.9b05859,reversal,close experiment,2021,Large-Scale Reassessment of In-Vineyard Smoke-Taint Grapevine Protection Strategies and the Development of Predictive Off-Vine Models,physical sciences,,no,high,8.5
10.3390/nu14224721,https://doi.org/10.1007/s00125-015-3760-z,failure,close experiment,2022,Predicting Factors for Metabolic Non-Response to a Complex Lifestyle Intervention—A Replication Analysis to a Randomized-Controlled Trial,biological sciences,,no,high,8.5
10.3390/vision5020017,https://doi.org/10.1163/22134913-00002022,inconclusive,close extension,2021,The Interpretation of E-Motions in Faces and Bodies Derived from Static Artworks by Individuals with High Functioning Autistic Spectrum,social sciences,,no,high,8.5
