doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.3389/fnhum.2018.00472,The Role of Frontostriatal Systems in Instructed Reinforcement Learning: Evidence From Genetic and Experimentally-Induced Variation,10.1523/jneurosci.6486-10.2011,Dopaminergic Genes Predict Individual Differences in Susceptibility to Confirmation Bias,control,agrees_with_mo,['Dopaminergic genes predict individual differences in susceptibility to confirmation bias'],['10.1523/jneurosci.6486-10.2011'],@doll2011,gpt-5.6-luna,@doll2011,The current study replicates and extends these findings. We replicated the finding that the COMT Met allele is associated with increased instructional bias,,True,The study replicates the finding that COMT genotype (Met allele) predicts individual differences in instructional/confirmation bias in reinforcement learning; Doll et al. (2011) 'Dopaminergic Genes Predict Individual Differences in Susceptibility to Confirmation Bias' is exactly this finding and pop,identified:@doll2011,False,False,[],False,False,False
10.2466/pms.2002.94.3.867,Urine Alarms and Prompts for Fostering Daytime Urinary Continence in a Student with Multiple Disabilities: A Replication Study,10.1017/s1352465899273079,URINE-TRIGGERED ALARM SIGNALS AND PROMPTS TO PROMOTE DAYTIME URINARY CONTINENCE IN A BOY WITHSEVERE INTELLECTUAL DISABILITY,control,agrees_with_mo,['Urine-triggered alarm signals and prompts to promote daytime urinary continence in a boy with severe intellectual disability'],['10.1017/s1352465899273079'],@lancioni1999,gpt-5.6-luna,@lancioni1999,Urine Alarms and Prompts for Fostering Daytime Urinary Continence in a Student with Multiple Disabilities: A Replication Study,,True,"The title describes a replication of a study using urine-triggered alarm signals and prompts to promote daytime urinary continence, which matches Lancioni & Markus (1999); the other records concern toilet training procedures generally, not this specific urine-alarm-and-prompts design.",identified:@lancioni1999,False,False,[],False,False,False
10.1016/j.biopsycho.2021.108058,An EEG signature of suicidal behavior in female patients with major depressive disorder? A non-replication,10.4088/jcp.18m12661,Electroencephalogram Resting State Frequency Power Characteristics of Suicidal Behavior in Female Patients With Major Depressive Disorder,control,agrees_with_mo,['Electroencephalogram resting state frequency power characteristics of suicidal behavior in female patients with major depressive disorder'],['10.4088/jcp.18m12661'],@benschop2019,gpt-5.6-luna,@benschop2019,"A recent study showed hypoactivity in the beta/gamma band in female suicide ideators and suicide attempters diagnosed with depression, relative to a low-risk group. The current study aimed to conceptually replicate these results.",,True,"The study seeks to conceptually replicate a recent finding of beta/gamma hypoactivity in female suicide ideators/attempters with depression; Benschop et al. (2019) is the only listed paper matching that exact finding, population, and recency.",identified:@benschop2019,False,False,[],False,False,False
10.1111/j.1600-0447.1993.tb03464.x,Reliability of a standardized and expanded Brief Psychiatric Rating Scale: a replication study,10.1111/j.1600-0447.1991.tb03147.x,Psychometric evaluation of a standardized and expanded Brief Psychiatric Rating Scale,control,agrees_with_mo,['Psychometric evaluation of a standardized and expanded Brief Psychiatric Rating Scale'],['10.1111/j.1600-0447.1991.tb03147.x'],@hafkenscheid1991,gpt-5.6-luna,@hafkenscheid1991,This study aimed to determine the replicability of the interrater reliability coefficients obtained with a standardized and expanded Brief Psychiatric Rating Scale (BPRS-E) in a 1991 psychometric evaluation.,,True,"The study replicates a 1991 psychometric evaluation of the BPRS-E; @hafkenscheid1991 is the only 1991 psychometric evaluation of a standardized and expanded BPRS on the list, by the same author.",identified:@hafkenscheid1991,False,False,[],False,False,False
10.1177/10911421221101690,"A Replication of “Trade Shocks and the Provision of Local Public Goods” ( <i>American Economic Journal: Economic Policy, 2017</i> )",10.1257/pol.20150578,Trade Shocks and the Provision of Local Public Goods,control,agrees_with_mo,['Trade Shocks and the Provision of Local Public Goods'],['10.1257/pol.20150578'],@feler2017,gpt-5.6-luna,@feler2017,We replicate the authors’ published results and find that they are generally robust to alternative sample construction procedures and the removal of analytical weights.,,True,"The title explicitly names Feler and Senses (2017) as the replicated study, and the abstract confirms replicating their published results.",identified:@feler2017,False,False,[],False,False,False
10.1007/s10608-024-10550-5,Modulating the Value of Positive Feedback Does Not Influence Expectation Change in Major depression – What Can be Learned from a Failed Replication?,10.1017/s0033291718002106,Why dysfunctional expectations in depression persist – Results from two experimental studies investigating cognitive immunization,control,agrees_with_mo,['Why dysfunctional expectations in depression persist - results from two experimental studies investigating cognitive immunization'],['10.1017/s0033291718002106'],@ube2018,gpt-5.6-luna,@ube2018,"Here, we aimed to replicate that cognitive immunization (a cognitive devaluation of expectation-disconfirming information) modulates expectation updating in depression.",,True,"The study replicates the claim that cognitive immunization modulates expectation updating in depression; @ube2018 is the two-experimental-study paper by Kube, Rief, and Glombiewski that originally demonstrated this cognitive-immunization effect, distinguishing it from related Kube papers that inhibi",identified:@ube2018,False,False,[],False,False,False
10.1007/s00221-023-06560-6,Slipping while counting: gaze–gait interactions during perturbed walking under dual-task conditions,10.1167/jov.21.8.11,Icy road ahead—rapid adjustments of gaze–gait interactions during perturbed naturalistic walking,control,agrees_with_mo,['Icy road ahead-rapid adjustments of gaze-gait interactions during perturbed naturalistic walking'],['10.1167/jov.21.8.11'],@kopiske2021,gpt-5.6-luna,,We replicated earlier findings on how humans adjust their gaze and their gait rapidly and flexibly on various time scales: eye and head movements responded in a partially compensatory pattern and visual cues mostly affected eye movements.,,True,"The study replicates findings on rapid, flexible gaze–gait adjustments during perturbed walking in a naturalistic virtual environment with slipping perturbations and visual cues, which matches Kopiske et al. 2021 ('Icy road ahead—rapid adjustments of gaze–gait interactions during perturbed naturalis",identified:@kopiske2021,False,False,[],False,False,False
10.1111/j.1365-2516.2010.02473.x,A case-control study reveals immunoregulatory gene haplotypes that influence inhibitor risk in severe haemophilia A,10.1182/blood-2005-09-3918,Polymorphisms in the IL10 but not in the IL1beta and IL4 genes are associated with inhibitor development in patients with hemophilia A,control,agrees_with_mo,['Polymorphisms in the IL10 but not in the IL1beta and IL4 genes are associated with inhibitor development in patients with hemophilia A'],['10.1182/blood-2005-09-3918'],@astermark2005,gpt-5.6-luna,@astermark2005,"We replicate previous findings for IL10; identify new associations with IL1, IL2 and IL12; and identify a rare FVIII haplotype in caucasians that is associated with increased inhibitor risk.",,True,"The study states it replicates previous findings for IL10 in haemophilia A inhibitor risk; Astermark et al. 2005 is the published primary study showing IL10 (but not IL1beta/IL4) polymorphisms associated with inhibitor development, which this larger case-control study re-tests.",identified:@astermark2005,False,False,[],False,False,False
10.1093/scan/nsaf049,"Effects of Oxytocin on Agency in Anxiously Attached Individuals, a Replication and Extension",10.1177/0956797615580279,Differential Effects of Oxytocin on Agency and Communion for Anxiously and Avoidantly Attached Individuals,control,agrees_with_mo,"['Differential effects of oxytocin on agency and communion for anxiously and avoidantly attached individuals', 'Differential effects of oxytocin on agency and communion for anxiously and avoidantly attached individuals']","['10.1177/0956797615580279', '10.1177/0956797615580279']",@bartz2015,gpt-5.4-mini,@bartz2015,"Here, we replicated the oxytocin-avoidance-communion effect (P < .001), with some additional nuance, and the oxytocin--anxiety-agency effect (P = .014) in a larger (N = 77; within-subject), gender diverse sample.",,True,"The study replicates the oxytocin–avoidance–communion and oxytocin–anxiety–agency effects described as 'prior work', which are precisely the findings of Bartz et al. 2015, 'Differential Effects of Oxytocin on Agency and Communion for Anxiously and Avoidantly Attached Individuals'; no other record ma",identified:@bartz2015,False,False,[],False,False,False
10.3758/s13421-020-01043-3,Cognitive aging and verbal labeling in continuous visual memory,10.1016/j.cognition.2017.05.038,The interplay of language and visual perception in working memory,control,agrees_with_mo,['The interplay of language and visual perception in working memory'],['10.1016/j.cognition.2017.05.038'],@souza2017,gpt-5.6-luna,@souza2017,"Souza and Skóra, Cognition, 166, 277-297 (2017) found that labeling boosted memory in younger adults by activating categorical visual long-term memory (LTM) knowledge. Here, we replicated this and tested whether it held in healthy older adults.",,True,"The abstract explicitly names Souza and Skóra, Cognition 166, 277-297 (2017) as the study whose labeling effect on younger adults' memory this study replicates, matching @souza2017 exactly.",identified:@souza2017,False,False,[],False,False,False
